id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0MzU2MzU3OQ==,80,Upgrade from spdy/2 to spdy/3.,e45561822096267268c1fb14ab328cd6e4fa080e,14,
MDExOlB1bGxSZXF1ZXN0Mzc0Mjc0Mw==,84,Implement flow control for the incoming stream.,780466a82ba5bb86389f2819b50de83b6ce537a5,6,
MDExOlB1bGxSZXF1ZXN0Mzc0NTcyMw==,85,Implement flow control for the outgoing stream.,c25c296aade67d739f5bff19c6449a144e2a319d,6,
MDExOlB1bGxSZXF1ZXN0Mzc1MTkwMg==,86,Be more careful around IOExceptions.,59992d0291eab328173bcbd2757a541d36eea1b8,8,
MDExOlB1bGxSZXF1ZXN0Mzc4MjM3Ng==,87,Introduce MockSpdyServer.,a3ddc2c9997bdcc1c0604598b0efbeb646d59c7f,5,
MDExOlB1bGxSZXF1ZXN0Mzc4ODg1NQ==,88,Improve SPDY+HTTP integration.,fc24b7dfb6fc28ad7579f0ac56e094f1f1280264,17,
MDExOlB1bGxSZXF1ZXN0MzgwMzcwMA==,89,Fix cookies for SPDY transport.,6488ceb955788f83b39717356ab4c630f927a290,5,
MDExOlB1bGxSZXF1ZXN0MzkyMTE3Mw==,91,Retry if a request fails after a redirect.,5e6432c2e21f50cbf04be80127380407940942c9,2,
MDExOlB1bGxSZXF1ZXN0MzkyMTIwNw==,92,Mark a racy test with @Ignore.,1bce6a64e19782d47f6cd204612a238755560308,1,
MDExOlB1bGxSZXF1ZXN0MzkyMTQ4MA==,93,Follow up to 20 redirects.,99922772fe3b726d5d7cb3b2d831b07cbd9561db,2,
MDExOlB1bGxSZXF1ZXN0MzkzNDE4OA==,94,Improvements to connection pool,ee13f91352f8e661941e4d3b9214a6210e67aa3a,7,
MDExOlB1bGxSZXF1ZXN0MzkzNzA3Nw==,96,Mechanically change OkHttp to Square's Java style.,8a5731cecf0865d7a6168199edef521d16444a00,56,
MDExOlB1bGxSZXF1ZXN0MzkzODEzNg==,98,Update checkstyle.xml and fix problems,e86fe8a7fea20442f1bd39f864fcf7f2fb425e3e,7,
MDExOlB1bGxSZXF1ZXN0Mzk0Nzk2OA==,99,"Merge: Strip content length in requests with ""transparent"" gzip handling",d6364a20b660ae3a5a1715f9645a9aaaffb19f48,3,
MDExOlB1bGxSZXF1ZXN0Mzk0OTA1Mg==,100,Increase the stream drain timeout from 30ms to 100ms.,f6aca66309804fdb1b3a8cec4c2e48c834f59dfb,2,
MDExOlB1bGxSZXF1ZXN0Mzk0OTIwOQ==,101,Switch to Square style for comments.,76aa883be0cd1430e0f35273fca76c4d5b50c7dc,14,
MDExOlB1bGxSZXF1ZXN0Mzk1MzM4Mw==,102,increased version to 1.0,c07921282cb089cb581399ad265e5a582a55c3c5,1,
MDExOlB1bGxSZXF1ZXN0Mzk2MDMzMw==,103,Don't make the 'proxy' field do double-duty.,b2b891d366e63602465f0ff31d24f4cd909d3db5,3,
MDExOlB1bGxSZXF1ZXN0Mzk5NzUyOQ==,107,Handle http status message without leading space when the message is emp...,93da535e02e6320dad4f313bf618381226143fe3,2,
MDExOlB1bGxSZXF1ZXN0NDE0NzI0Ng==,117,Use LinkedList.listIterator instead of LinkedList.descendingIterator() f...,cd68193249246b45e69614eb96ff515f861e91ea,1,
MDExOlB1bGxSZXF1ZXN0NDE1MTM5Ng==,118,Share thread executors in SpdyConnections,98e97fbf869648b17a48194a7e44553b9bbe0064,5,
MDExOlB1bGxSZXF1ZXN0NDE4MzY2Mw==,119,Fix checkstyle errors,4458b47baf82e7547afaa96422f25ce53a961ef2,1,
MDExOlB1bGxSZXF1ZXN0NDE4Nzc2Ng==,120,Optionally follow redirects from HTTPS to HTTP and vice versa.,605002ab8090ea7a113a3985f8d15fb8e8f60a92,5,
MDExOlB1bGxSZXF1ZXN0NDIzMzQ4MQ==,121,Fix a null pointer exception in SpdyTransport#makeReusable,a907139e3ef1ae3021a7dd7197d7a7a3149c109f,1,
