id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0MTQ1Mjk2OTk4,1515,"Revert ""修复处理范型的问题。若第一次范型数组类型，第二次空值期望null却返回第一次缓存的数组类型。""",c2d4ff190c3b1e8bbca400e04b4e75bb8f3a364c,3,2.0
MDExOlB1bGxSZXF1ZXN0MTQ1MzM5ODgx,1517,修复对象转json字符串时处理类的范型属性的bug，若第一次类的范型属性为数组类型，第二次空值期望null却返回第一次缓存的数组类型。,2bf562506c30b60983db47d14e878fb4724c8e70,3,2.0
MDExOlB1bGxSZXF1ZXN0MTQ3MjAxNjEy,1530,Fix javadoc comment for PropertyFilter.apply(),b0feb041c18c558cde813fa0c676464f925410fb,1,1.0
MDExOlB1bGxSZXF1ZXN0MTQ4MTAyMDIw,1538,优化Spring JSONP的支持,e86b8a8e695b5c4eed2d1518dcb8b675aa24aad0,11,6.0
MDExOlB1bGxSZXF1ZXN0MTQ4MTQyNDYw,1540,fix issue for #1533,5c2766aa40992d62dea2e27f9677338ef1b6a365,2,1.0
MDExOlB1bGxSZXF1ZXN0MTUxMDMxMjkz,1568,1.修复字段数超过256时（以及一些其他情况）， propertyNamingStrategy无效的问题  2.修复 @JSONType 中asm字段会影响全局的问题。,33a30bd96e6b0fe1b6690bd467ded4c94addc445,6,5.0
MDExOlB1bGxSZXF1ZXN0MTUxMzQyNDQ5,1573,fix bug :JSON.toJSONString时候，当有JSONFiled定制注解的字段，json属性名以JSONField为准，不…,5c11b32465285274aaad0156eb60a6aa7739f1c0,2,2.0
MDExOlB1bGxSZXF1ZXN0MTUzODU0NTA5,1594,增加时间戳转换对 LocalDate 和 LocalTime 的支持。,eeadb418436d02fedfa55426391f588189326198,3,2.0
MDExOlB1bGxSZXF1ZXN0MTU0MDgyMzky,1600,LocalDateTime 转换为时间戳问题,e2a52cea84e7de935e37321415d6425d0010b97b,2,2.0
MDExOlB1bGxSZXF1ZXN0MTU0MTExMjMw,1601,bugfix:issue-1555 当某个字段有JSONField注解，JSONField中name属性不存在，并且类上有属性转换策略，j…,3e28a994f8f6d08ca75f51d31664888776348f0c,3,2.0
MDExOlB1bGxSZXF1ZXN0MTU0Nzg5ODk5,1615,testcase for #1612,94f80bf4e80adda637c7de245d0291c12795f09f,1,1.0
MDExOlB1bGxSZXF1ZXN0MTU5MzcxODg3,1664,add test case #1662,2c6325fb1e8b2abbe0c2ca1833eb5b83a371165b,1,1.0
MDExOlB1bGxSZXF1ZXN0MTYwODQyNjE1,1686,support Swagger UI 2.0 filter some types,4cb95e264180504564373d41178ac679078bddea,2,2.0
MDExOlB1bGxSZXF1ZXN0MTYxMjc4NTA4,1690,Slightly optimize code and remove redundant variables,0cbb6a9dab7353dd7756f1206241f59ec09d5153,1,1.0
